Ticker,Ret_12m,Ret_6m,Ret_3m,Ret_1m,Mom_Quality,Vol_126d,RSTR,Target_Next_1m,Close,RS_Rank,XGB_Score,Inst_Score,Momentum_Status
AXON,-0.15652675806041894,-0.29708528306635495,-0.2829247263743949,-0.278353699587223,0.12182694152680407,0.4733753096761442,-0.33066101011374127,-0.278353699587223,533.2100219726562,23.200000000000003,0.050101228,-0.047679465346002176,Weak
ISRG,0.04661505380799258,0.02544780792893353,0.20956357528317593,0.07046899024487763,-0.023853936436885048,0.32855987025391953,0.1418768937666285,0.07046899024487763,567.3699951171875,57.8,0.04879902,0.02592124662863612,Weak
DE,0.02960531062992544,-0.07208583520047063,-0.014755643595136592,0.0058012970675493936,0.023804013562376047,0.2358914190190774,0.1255039744685717,0.0058012970675493936,468.1099853515625,55.60000000000001,0.04875616,0.010940074184675014,Weak
AIG,0.025827778576892557,-0.09670634297363423,-0.04922677322904345,-0.020207210406966047,0.046034988983858605,0.21320134060244092,0.12114266497532923,-0.020207210406966047,76.61000061035156,55.00000000000001,0.04875616,0.015471313970216893,Weak
KVUE,-0.25647591265618597,-0.25626882550591,-0.16087983713989917,0.2245027250839009,-0.48097863774008687,0.41966403709847716,-0.6111457975513924,0.2245027250839009,17.219999313354492,11.4,0.04797318,-0.4170435112143632,Weak
CTVA,0.06572011001139777,-0.05736056492235131,-0.09742974072011223,0.08132887115506748,-0.015608761143669714,0.2432694187349435,0.27015360316622344,0.08132887115506748,66.54000091552734,60.8,0.047142483,-0.0035649834260609685,Weak
BR,-0.027138169857363836,-0.05825527472420833,-0.09733050317541603,0.025113135980804557,-0.052251305838168394,0.1918971562520211,-0.14142038572850404,0.025113135980804557,226.5500030517578,47.0,0.047018565,-0.0668769273381347,Weak
NRG,0.6599051058542316,0.050687291957907554,0.14454695557953112,-0.04074615565337347,0.700651261507605,0.402122650072457,1.6410543045394874,-0.04074615565337347,165.66000366210938,95.6,0.046758574,0.6090883413080463,Strong
HWM,0.7005325006903511,0.15254855068045692,0.14799677828895352,-0.014442223312861935,0.714974724003213,0.2645359346883366,2.648156294968714,-0.014442223312861935,198.74000549316406,96.2,0.046687063,0.739109851863786,Strong
NFLX,0.25063023815933483,-0.1047433517875076,-0.10115233005665658,0.0021119901222812487,0.24851824803705358,0.2935958032155547,0.8536574277096358,0.0021119901222812487,109.12999725341797,82.0,0.04570852,0.20341278823002854,Weak
LUV,0.11268483715774691,0.062110793757295335,0.08419085714476027,0.15553340915398017,-0.042848571996233265,0.3829297245410019,0.2942702797303511,0.15553340915398017,34.77000045776367,65.0,0.04547364,0.024559129241230247,Weak
IP,-0.3099611235221498,-0.15120355916354233,-0.19310940822553113,0.027046510604945784,-0.33700763412709556,0.3725954233154629,-0.831897291609288,0.027046510604945784,39.189998626708984,7.8,0.045450203,-0.3349459622924477,Weak
VST,0.07359255776953466,0.039274193025464976,-0.06449098905315942,-0.0847082745005463,0.15830083227008096,0.4433973135956895,0.16597429779793346,-0.0847082745005463,173.63999938964844,62.0,0.04518889,0.11298366884161896,Weak
VZ,-0.018595663505238447,-0.04511636981122902,-0.053874025834812045,0.045687952664853926,-0.06428361617009237,0.18671040878752698,-0.0995962872450243,0.045687952664853926,40.7400016784668,48.0,0.04426342,-0.06294047497228486,Weak
ALL,0.034648332740551124,0.0019529351723805988,0.03762500452368611,0.09959696401503226,-0.06494863127448114,0.23711102116165256,0.1461270444992488,0.09959696401503226,210.0,56.599999999999994,0.043666486,-0.02020338682791907,Weak
BAX,-0.40599915371899886,-0.3494404789397002,-0.21017398664386433,-0.003648489259909793,-0.40235066445908907,0.48165883969418644,-0.8429185146415558,-0.003648489259909793,19.079999923706055,3.0,0.041663032,-0.4166077445919355,Weak
DIS,-0.06712487317129523,-0.05068337697705094,-0.09723514269393685,-0.04533261678144862,-0.02179225638984661,0.20779354224382646,-0.3230363775816017,-0.04533261678144862,106.7699966430664,39.2,0.041630212,-0.065239181256872,Weak
VICI,-0.06717286564381364,-0.07510757168283233,-0.130468826772294,-0.0315040748900528,-0.03566879075376084,0.15547978590574318,-0.43203600553280913,-0.0315040748900528,28.59000015258789,39.0,0.041630212,-0.09267327201933329,Weak
RCL,0.10319860639541956,0.023829609193893653,-0.2447533131714027,-0.06301617668683546,0.166214783082255,0.35680839450590845,0.2892269576177549,-0.06301617668683546,266.6000061035156,64.4,0.041515123,0.10894215613276695,Weak
CEG,0.3536591315024904,0.1482479126713414,0.1701617142234817,-0.060180976679761744,0.41384010818225214,0.40335634134730747,0.8767908056711928,-0.060180976679761744,359.04998779296875,87.4,0.04138273,0.382648899433087,Strong
GEV,0.7063540133104542,0.19010583105811407,-0.004380778086608306,0.004929742111131397,0.7014242711993228,0.4421689978064625,1.5974752115471142,0.004929742111131397,576.9000244140625,96.39999999999999,0.041268528,0.6181851722772671,Weak
CB,0.02877942787280685,-0.01687487851132885,0.061666874299240115,0.05689422233733965,-0.0281147944645328,0.16949998187207288,0.16979015310177212,0.05689422233733965,293.8800048828125,55.400000000000006,0.04114912,0.0029018503591157745,Weak
TDY,0.028244575107561287,-0.003399143551667261,-0.08430774265223073,-0.048652829437771605,0.07689740454533289,0.19316790721616703,0.14621774141785276,-0.048652829437771605,492.55999755859375,55.2,0.04114912,0.05164961389342848,Weak
PM,0.22456067524643464,-0.1310317760348788,-0.0584391841523626,0.07128155722564311,0.15327911802079153,0.25219633501242306,0.8904200579892364,0.07128155722564311,156.14999389648438,79.0,0.041035373,0.14895920298918655,Weak
PAYX,-0.2201490773949628,-0.2860000873237718,-0.17910858484762404,-0.047953606404844584,-0.17219547099011823,0.2360743476360852,-0.9325412930265866,-0.047953606404844584,110.54000091552734,15.2,0.04093715,-0.2716822878462464,Weak
UNH,-0.45579267540718904,0.07494739419056473,0.05326782240644756,-0.06248008279890316,-0.3933125926082859,0.3809096252929353,-1.196590070562448,-0.06248008279890316,323.2099914550781,1.6,0.04084805,-0.33533030154245863,Weak
DASH,0.14842750762278878,-0.033883132114126524,-0.15780419217247266,-0.1908529306699549,0.3392804382927437,0.42703739985352995,0.3475749610542264,-0.1908529306699549,205.5800018310547,71.2,0.04077343,0.21576871344099627,Weak
FDS,-0.42777886860345216,-0.38879853866182423,-0.24573500792805036,0.03417057797645029,-0.46194944657990245,0.301934697126484,-1.4167926795914103,0.03417057797645029,277.1300048828125,2.4,0.04072866,-0.5211821444322524,Weak
GRMN,-0.06078124731578538,-0.02190262635634943,-0.1565262793395703,-0.08415125940906598,0.0233700120932806,0.284503059391724,-0.21364004817992993,-0.08415125940906598,196.8800048828125,40.0,0.039878678,-0.027375150767251555,Weak
BRO,-0.2796282678283867,-0.28149114074796755,-0.14754344090120286,0.011186180449990202,-0.2908144482783769,0.26114697536371817,-1.0707696975579681,0.011186180449990202,81.18000030517578,9.4,0.039771218,-0.3526182109625367,Weak
FISV,-0.7181838638492084,-0.6130246998351297,-0.5416727651250879,-0.03834949717856362,-0.6798343666706448,0.6934842314413653,-1.0356167181429727,-0.03834949717856362,62.689998626708984,0.2,0.039713018,-0.6882345082962189,Weak
CTRA,0.04171270840429431,0.09361926519974717,0.09857851351732738,0.16148857965682994,-0.11977587125253564,0.25980993573589584,0.1605508591738249,0.16148857965682994,26.950000762939453,57.599999999999994,0.03962134,-0.027228732442456712,Weak
QCOM,0.09489777018107959,0.15945886503116258,0.06434241368182603,-0.05201399924644334,0.14691176942752293,0.33521060920250084,0.2830989460830335,-0.05201399924644334,168.0399932861328,63.2,0.039592355,0.15478297063923224,Strong
COST,-0.056388266353020966,-0.13467810301773675,-0.027236120138045217,-0.007530888552786386,-0.04885737780023458,0.17084797646636676,-0.33004936622191483,-0.007530888552786386,911.9600219726562,41.0,0.03930999,-0.0919785959196841,Weak
CF,-0.07279939862314488,-0.13144606473598508,-0.0818258588724402,-0.030600524554999953,-0.04219887406814493,0.3161493939205439,-0.230268980498002,-0.030600524554999953,79.80000305175781,38.2,0.03897963,-0.0828180213251282,Weak
TMUS,-0.14008440463704153,-0.1426577847735303,-0.18850399881155366,-0.014223962845141935,-0.1258604417918996,0.22732169335322683,-0.6162386113294058,-0.014223962845141935,206.6300048828125,26.200000000000003,0.038891807,-0.18452208304394177,Weak
SYK,-0.035948090213999695,-0.0181019856498551,-0.04301309577821333,0.00905197094271415,-0.045000061156713844,0.1849728024617471,-0.1943425721813014,0.00905197094271415,372.32000732421875,45.6,0.038822297,-0.0543560006199508,Weak
CTSH,-0.02933521990989918,-0.02685078910300487,0.08343198254109185,0.07727861313914319,-0.10661383304904237,0.2469385832666261,-0.1187956111266143,0.07727861313914319,77.43000030517578,46.6,0.038822297,-0.07287482050857864,Weak
WDC,1.9720471353847664,2.143043695397615,0.9989057803593262,0.18395705136532636,1.78809008401944,0.5135482605995144,3.8400424783497575,0.18395705136532636,163.5399932861328,99.8,0.038730748,1.9853576153620955,Strong
BLK,0.03396736623896146,0.07393451791281103,-0.06272177214398844,-0.05292118285855185,0.08688854909751331,0.21657599512419626,0.156838093803899,-0.05292118285855185,1039.93994140625,56.39999999999999,0.0382323,0.07633166520706125,Weak
PSKY,0.4997646991130309,0.32482717787722426,0.08934409870823168,0.016170763220125117,0.4835939358929058,0.7632824349242459,0.6547572382726604,0.016170763220125117,15.710000038146973,92.80000000000001,0.03820549,0.42953193080927754,Strong
ED,-0.004347419490902227,-0.04187437724168719,0.015382627007840544,0.005144919650391877,-0.009492339141294104,0.15921833704961974,-0.027304766344515778,0.005144919650391877,97.87999725341797,50.2,0.038114842,-0.015262492866781423,Weak
TT,-0.012338527277946154,-0.0426752792812608,0.00040239031458577657,-0.08112102482509331,0.06878249754714716,0.23665895381003485,-0.052136321399655294,-0.08112102482509331,410.1600036621094,49.0,0.038114842,0.027561049563529186,Weak
CMG,-0.45399454348031065,-0.31300157356261726,-0.17988019931816057,0.05256695245430576,-0.5065614959346164,0.43750281404904157,-1.0376951390978264,0.05256695245430576,34.2400016784668,1.7999999999999998,0.03781013,-0.488294746114892,Weak
REG,-0.01830990933803156,0.004036848515886149,-0.01092746229011421,0.020896338968097616,-0.03920624830612918,0.1591315172572368,-0.11506148909793597,0.020896338968097616,70.83999633789062,48.199999999999996,0.037653517,-0.03531527441930529,Weak
PNW,-0.008762204889745329,0.0033904443959920094,0.016303600985490663,0.007791882022244678,-0.016554086911990007,0.15235344026695918,-0.057512353343592885,0.007791882022244678,89.31999969482422,49.6,0.037653517,-0.013375238503805825,Weak
XOM,0.024925582417564707,0.152303657245501,0.025809633194974424,0.025809633194974424,-0.0008840507774097173,0.19447972433307292,0.1281654553092448,0.025809633194974424,116.62999725341797,54.800000000000004,0.036868818,0.04532780983307629,Weak
MCO,-0.01742105984175968,0.019084000892838127,-0.020647706003666055,0.019285361059942163,-0.03670642090170184,0.20882904105990907,-0.08342259176855535,0.019285361059942163,487.239990234375,48.8,0.036719937,-0.028614082139675617,Weak
IRM,-0.30851791474410395,-0.15393297435971365,-0.06653272003798971,-0.18232972027914096,-0.126188194464963,0.2899658788462205,-1.0639800654190843,-0.18232972027914096,82.83000183105469,8.0,0.03661438,-0.21955079009662792,Weak
